Document,Date,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
3438,19/07/2006,930000,1250203715,Single Family,01/07/2006,407700,0.936810662,992730,1,6300,3240,810,3,5,8,1923,0,2,476000,414000,98144,FALSE
3439,08/05/2006,863500,1250203725,Single Family,01/05/2006,400600,0.920496324,938081,1,7200,2910,870,2.5,4,8,1979,0,2,551000,273000,98144,FALSE
3440,22/02/2006,725000,1250204130,Single Family,01/02/2006,387600,0.890625,814035,1,2680,2170,580,2.75,3,9,1910,1983,1,282000,446000,98144,FALSE
3441,05/06/2007,1285000,1250204835,Single Family,01/06/2007,433200,0.995404412,1290933,1,6990,3330,1000,3,4,9,1928,0,3,491000,512000,98144,FALSE
3442,25/11/2008,1600000,1250700050,Single Family,01/11/2008,385800,0.886488971,1804873,1,4160,4380,240,4.25,3,10,1990,0,1,371000,861000,98144,FALSE
3443,24/07/2012,200000,1253200290,Single Family,01/07/2012,325300,0.747472426,267568,1,9112,1860,750,1.75,4,7,1963,0,0,91000,143000,98032,FALSE
3444,26/09/2008,542500,1254200075,Single Family,01/09/2008,394900,0.907398897,597863,1,5500,1750,700,1.75,4,7,1926,0,2,225000,265000,98117,FALSE
3445,23/04/2007,675000,1254200315,Single Family,01/04/2007,430900,0.990119485,681736,1,5100,2080,600,1.75,4,7,1912,0,0,262000,311000,98117,FALSE
3446,17/12/2010,510000,1254200470,Single Family,01/12/2010,330600,0.759650735,671361,1,5100,2130,990,1.75,4,7,1924,0,0,262000,354000,98117,FALSE
3447,04/04/2006,417000,1254200555,Single Family,01/04/2006,396500,0.911075368,457701,1,5100,940,0,1,2,7,1912,0,0,262000,170000,98117,FALSE
3448,31/07/2009,520000,1254200615,Single Family,01/07/2009,354400,0.814338235,638555,1,2978,1530,320,2.5,3,7,1997,0,0,188000,370000,98117,FALSE
3449,12/10/2006,527000,1254200835,Single Family,01/10/2006,418300,0.961167279,548292,1,5100,2000,870,1.75,4,7,1949,0,0,262000,300000,98117,FALSE
3450,26/02/2008,479000,1254201106,Single Family,01/02/2008,418400,0.961397059,498233,1,3172,1580,680,1.5,3,8,1946,0,0,209000,347000,98117,FALSE
3451,12/09/2012,431600,1254201106,Single Family,01/09/2012,329600,0.757352941,569880,1,3172,1580,680,1.5,3,8,1946,0,0,209000,347000,98117,FALSE
3453,15/02/2007,530000,1257200060,Single Family,01/02/2007,427800,0.982996324,539168,1,4080,1880,940,1.75,4,7,1924,0,0,335000,235000,98115,FALSE
3454,18/04/2008,825000,1257200115,Single Family,01/04/2008,411700,0.946001838,872091,1,6120,2290,120,2.75,4,7,1926,0,0,531000,369000,98115,FALSE
3455,09/08/2007,789950,1257200205,Single Family,01/08/2007,434600,0.998621324,791041,1,5304,2940,1080,2.25,4,8,1907,0,0,437000,559000,98115,FALSE
3456,15/10/2007,860000,1257200290,Single Family,01/10/2007,431300,0.991038603,867776,1,6120,2700,1350,2,3,8,1962,0,0,531000,385000,98115,FALSE
3457,10/10/2009,520000,1257200300,Single Family,01/10/2009,351200,0.806985294,644374,1,3600,1570,0,1.5,3,7,1911,0,0,259000,309000,98115,FALSE
3458,23/03/2006,513000,1257200695,Single Family,01/03/2006,392100,0.900965074,569389,1,2652,1250,0,1.5,2,7,1907,0,1,205000,275000,98115,FALSE
3459,06/03/2007,589700,1257201010,Single Family,01/03/2007,429600,0.987132353,597387,1,4080,1510,500,1,2,7,1923,0,0,335000,194000,98103,FALSE
3460,21/02/2006,600000,1257201050,Multiplex,01/02/2006,387600,0.890625,673684,2,6120,2470,770,2,4,7,1950,0,0,531000,213000,98115,FALSE
3461,07/05/2007,880000,1257201130,Single Family,01/05/2007,432100,0.992876838,886313,1,4590,2700,0,2.5,4,8,2002,0,0,335000,561000,98103,FALSE
3462,25/05/2011,492000,1257201375,Single Family,01/05/2011,316900,0.728170956,675666,1,3952,1650,0,2,3,7,1950,0,0,335000,228000,98103,FALSE
3463,27/03/2006,855000,1257201630,Single Family,01/03/2006,392100,0.900965074,948982,1,3060,2620,560,3.25,4,9,2005,0,0,259000,755000,98103,TRUE
3464,20/07/2006,698500,1257201730,Single Family,01/07/2006,407700,0.936810662,745615,1,3060,2410,510,3.25,4,8,1990,0,0,259000,643000,98103,FALSE
3465,21/03/2008,420000,1257201810,Single Family,01/03/2008,415100,0.953814338,440337,1,3060,1250,200,1,2,7,1918,0,0,259000,335000,98103,FALSE
3468,26/07/2006,794000,1257202115,Single Family,01/07/2006,407700,0.936810662,847557,1,2754,2310,610,2.75,4,9,1924,0,0,227000,746000,98103,FALSE
3469,13/04/2007,1050000,1257202430,Single Family,01/04/2007,430900,0.990119485,1060478,1,3060,2650,590,3.5,4,9,2001,0,0,272000,697000,98103,FALSE
3470,20/10/2010,750000,1257202430,Single Family,01/10/2010,334700,0.769071691,975202,1,3060,2650,590,3.5,4,9,2001,0,0,272000,697000,98103,FALSE
3471,30/12/2009,615000,1257202500,Single Family,01/12/2009,350600,0.805606618,763400,1,6120,1480,0,2,3,8,1911,1992,0,585000,168000,98103,FALSE
3472,23/11/2009,500000,1260200020,Single Family,01/11/2009,350900,0.806295956,620120,1,3400,2230,960,1.5,3,8,1928,0,1,342000,280000,98119,FALSE
3473,28/07/2006,375000,1261500090,Single Family,01/07/2006,407700,0.936810662,400294,1,7656,2560,880,2.25,3,7,1963,0,0,189000,288000,98146,FALSE
3474,29/03/2006,879950,1262400080,Single Family,01/03/2006,392100,0.900965074,976675,1,7200,3420,0,2.5,4,9,2005,0,1,211000,589000,98033,FALSE
3477,11/09/2009,449500,1262400120,Single Family,01/09/2009,351800,0.808363971,556061,1,9729,2170,0,1.75,4,8,1967,0,1,204000,330000,98033,FALSE
3478,19/04/2007,805000,1266200005,Single Family,01/04/2007,430900,0.990119485,813033,1,10324,1180,0,1,3,7,1952,0,0,703000,1000,98004,FALSE
3479,28/09/2010,441000,1266200005,Single Family,01/09/2010,337200,0.774816176,569167,1,10324,1180,0,1,3,7,1952,0,0,703000,1000,98004,FALSE
3480,14/07/2006,525000,1266200025,Single Family,01/07/2006,407700,0.936810662,560412,1,10335,3950,0,2.5,4,11,2007,0,0,703000,1058000,98004,FALSE
3481,17/09/2008,1450000,1266200025,Single Family,01/09/2008,394900,0.907398897,1597974,1,10335,3950,0,2.5,4,11,2007,0,0,703000,1058000,98004,FALSE
3482,14/09/2010,400000,1266200090,Single Family,01/09/2010,337200,0.774816176,516251,1,10327,2200,1100,2,4,7,1956,0,0,703000,64000,98004,FALSE
3483,24/04/2009,595950,1266200325,Single Family,01/04/2009,365000,0.838694853,710568,1,9393,2180,1090,1.75,4,7,1950,0,0,614000,132000,98004,FALSE
3485,17/06/2011,253000,1272200125,Single Family,01/06/2011,315500,0.724954044,348988,1,18264,720,0,1,1,6,1918,0,1,253000,120000,98070,FALSE
3486,16/03/2007,285000,1274500360,Single Family,01/03/2007,429600,0.987132353,288715,1,14535,1270,0,2,4,7,1968,0,0,85000,144000,98042,FALSE
3487,29/09/2011,140000,1274500360,Single Family,01/09/2011,312000,0.716911765,195282,1,14535,1270,0,2,4,7,1968,0,0,85000,144000,98042,FALSE
3488,12/06/2007,327000,1274500820,Single Family,01/06/2007,433200,0.995404412,328510,1,19580,1140,0,1.5,3,7,1968,0,2,81000,127000,98042,FALSE
3489,29/11/2006,885000,1277000020,Single Family,01/11/2006,421200,0.967830882,914416,1,8532,3210,0,2.75,4,10,1998,0,0,295000,581000,98007,FALSE
3490,13/01/2010,740000,1277000020,Single Family,01/01/2010,350800,0.806066176,918039,1,8532,3210,0,2.75,4,10,1998,0,0,295000,581000,98007,FALSE
3502,01/08/2006,400000,1285300035,Single Family,01/08/2006,411100,0.944623162,423449,1,4600,3810,930,4.5,5,8,2011,0,0,218000,477000,98144,FALSE
3503,28/04/2008,742700,1288300070,Single Family,01/04/2008,411700,0.946001838,785094,1,5580,2010,1000,1.75,3,7,1940,0,0,340000,294000,98199,FALSE
3506,22/07/2009,379950,1294300024,Townhouse,01/07/2009,354400,0.814338235,466575,1,1266,1870,250,2.5,3,8,2008,0,2,95000,343000,98116,TRUE
3512,18/01/2007,508000,1297300070,Single Family,01/01/2007,425600,0.977941176,519459,1,6250,2710,940,2.75,4,7,1912,0,0,310000,314000,98136,FALSE
3513,15/11/2006,585000,1297300210,Single Family,01/11/2006,421200,0.967830882,604444,1,6250,1920,700,2.25,4,8,1924,2000,0,285000,376000,98136,FALSE
3514,28/12/2009,610000,1297300210,Single Family,01/12/2009,350600,0.805606618,757193,1,6250,1920,700,2.25,4,8,1924,2000,0,285000,376000,98136,FALSE
3515,12/06/2007,899990,1300301360,Single Family,01/06/2007,433200,0.995404412,904145,1,7500,2320,800,2.25,4,7,1959,0,0,595000,185000,98040,FALSE
3516,05/02/2010,695000,1300301360,Single Family,01/02/2010,350900,0.806295956,861966,1,7500,2320,800,2.25,4,7,1959,0,0,595000,185000,98040,FALSE
3517,08/05/2007,1165000,1300301842,Single Family,01/05/2007,432100,0.992876838,1173358,1,11200,2320,320,2.5,4,9,1961,0,0,595000,387000,98040,FALSE
3518,30/08/2007,2850000,1300302080,Single Family,01/08/2007,434600,0.998621324,2853935,1,15383,5910,0,4.75,4,12,2007,0,0,730000,1641000,98040,TRUE
3519,16/07/2010,498000,1303300055,Single Family,01/07/2010,342800,0.787683824,632233,1,2542,1320,0,2,3,7,1901,0,2,237000,301000,98112,FALSE
3520,12/01/2007,425000,1306300255,Single Family,01/01/2007,425600,0.977941176,434586,1,6356,1920,0,1,4,7,1926,1967,0,196000,221000,98133,FALSE
3521,20/10/2010,983000,1309300116,Single Family,01/10/2010,334700,0.769071691,1278164,1,4606,3490,790,2.5,3,10,2000,0,0,207000,665000,98116,FALSE
3523,18/12/2008,477000,1310430390,Single Family,01/12/2008,381600,0.876838235,544000,1,6008,3060,0,2.75,5,9,2001,0,0,138000,325000,98058,FALSE
3524,28/07/2006,555000,1310430460,Single Family,01/07/2006,407700,0.936810662,592436,1,6467,2900,0,2.75,4,9,2000,0,0,138000,325000,98058,FALSE
3525,15/03/2006,463000,1310440440,Single Family,01/03/2006,392100,0.900965074,513893,1,7500,2740,0,2.75,3,9,1997,0,0,138000,295000,98058,FALSE
3526,01/11/2006,599000,1310440760,Single Family,01/11/2006,421200,0.967830882,618910,1,9522,3260,0,2.75,4,9,1998,0,0,138000,335000,98058,FALSE
3527,19/09/2006,518000,1310440820,Single Family,01/09/2006,414800,0.953125,543475,1,8443,2270,0,2.5,4,9,1997,0,0,138000,261000,98058,FALSE
3528,21/04/2006,475000,1310440840,Single Family,01/04/2006,396500,0.911075368,521362,1,7870,2710,0,2.5,4,9,1997,0,0,138000,295000,98058,FALSE
3529,21/12/2006,1485000,1310470020,Single Family,01/12/2006,423400,0.972886029,1526386,1,35271,3920,0,3.75,4,13,1989,0,0,677000,903000,98005,FALSE
3530,17/10/2006,619990,1310480280,Single Family,01/10/2006,418300,0.961167279,645039,1,6883,2373,0,2.75,4,9,1999,0,0,144000,411000,98034,FALSE
3531,26/12/2006,570000,1310480350,Single Family,01/12/2006,423400,0.972886029,585886,1,5225,2331,0,2.5,3,9,1999,0,0,144000,400000,98034,FALSE
3532,23/11/2007,346000,1310500170,Single Family,01/11/2007,428400,0.984375,351492,1,7280,1900,510,2.25,4,7,1976,0,0,95000,155000,98032,FALSE
3533,06/01/2006,345000,1310500420,Single Family,01/01/2006,383200,0.880514706,391816,1,7800,3110,700,1.75,4,8,1964,0,0,95000,231000,98032,FALSE
3534,29/07/2008,325000,1310500550,Single Family,01/07/2008,400300,0.919806985,353335,1,8760,2320,1160,2.25,5,8,1966,0,0,95000,188000,98032,FALSE
3535,10/11/2006,324950,1310600190,Single Family,01/11/2006,421200,0.967830882,335751,1,8610,1680,0,2.75,3,7,1965,0,0,95000,133000,98032,FALSE
3536,19/06/2008,439000,1310820010,Single Family,01/06/2008,403200,0.926470588,473841,1,5510,2961,0,2.5,4,9,2007,0,0,92000,276000,98092,TRUE
3537,09/07/2009,299950,1310820150,Single Family,01/07/2009,354400,0.814338235,368336,1,4968,2007,0,2.5,4,9,2009,0,0,92000,221000,98092,TRUE
3538,19/09/2007,462950,1310820220,Single Family,01/09/2007,433500,0.99609375,464765,1,5000,2569,0,2.5,4,9,2007,0,0,92000,265000,98092,FALSE
3539,29/07/2010,276500,1310900380,Single Family,01/07/2010,342800,0.787683824,351029,1,12600,2050,700,2.25,4,8,1968,0,0,95000,144000,98032,FALSE
3540,06/02/2006,435000,1310930110,Single Family,01/02/2006,387600,0.890625,488421,1,12272,1460,380,2,3,7,1981,0,0,280000,159000,98052,FALSE
3541,19/06/2012,269000,1310960150,Single Family,01/06/2012,322000,0.739889706,363568,1,7725,2250,0,2.25,4,8,1977,0,0,95000,232000,98032,FALSE
3542,09/11/2007,330000,1310960190,Single Family,01/11/2007,428400,0.984375,335238,1,7210,1660,0,1.75,3,7,1977,0,0,95000,172000,98032,FALSE
3543,11/10/2007,350000,1310960380,Single Family,01/10/2007,431300,0.991038603,353165,1,7656,2350,880,2.75,4,8,1977,0,0,95000,171000,98032,FALSE
3544,13/07/2012,224750,1310970500,Single Family,01/07/2012,325300,0.747472426,300680,1,7210,2110,0,2.25,4,8,1978,0,0,95000,169000,98032,FALSE
3545,18/06/2009,297500,1310970520,Single Family,01/06/2009,357100,0.820542279,362565,1,7344,1760,470,1.75,3,8,1978,0,0,95000,188000,98032,FALSE
3546,16/10/2006,349000,1310980110,Single Family,01/10/2006,418300,0.961167279,363100,1,7840,1920,0,2.25,3,8,1982,0,0,95000,208000,98032,FALSE
3547,26/09/2006,372840,1310980350,Single Family,01/09/2006,414800,0.953125,391176,1,7910,2004,0,1.75,3,8,1982,0,0,95000,204000,98032,FALSE
3548,08/05/2007,379950,1310980670,Single Family,01/05/2007,432100,0.992876838,382676,1,7262,2184,0,2,3,8,1981,0,0,95000,175000,98032,FALSE
3549,29/03/2006,340000,1310980770,Single Family,01/03/2006,392100,0.900965074,377373,1,7210,1970,590,2.25,3,8,1981,0,0,95000,203000,98032,FALSE
3550,22/05/2007,285000,1311000250,Single Family,01/05/2007,432100,0.992876838,287045,1,8000,1920,600,1.5,3,7,1962,0,0,67000,150000,98001,FALSE
3551,16/05/2007,286000,1311000270,Single Family,01/05/2007,432100,0.992876838,288052,1,9350,1590,530,2,5,7,1962,0,0,67000,175000,98001,FALSE
3552,22/03/2013,229000,1311000270,Single Family,01/03/2013,351600,0.807904412,283449,1,9350,1590,530,2,5,7,1962,0,0,67000,175000,98001,FALSE
3553,16/04/2007,950000,1311030110,Single Family,01/04/2007,430900,0.990119485,959480,1,15161,3940,0,3,4,11,1998,0,0,407000,575000,98074,FALSE
3554,14/12/2009,1550000,1311030190,Single Family,01/12/2009,350600,0.805606618,1924016,1,47767,5108,0,4,4,12,2001,0,0,677000,910000,98074,FALSE
3555,06/06/2006,1650000,1311030220,Single Family,01/06/2006,404400,0.929227941,1775668,1,36172,5640,0,4.25,4,12,2000,0,0,677000,1041000,98074,FALSE
3556,27/06/2006,1535000,1311030230,Single Family,01/06/2006,404400,0.929227941,1651909,1,29973,5080,0,3.5,4,12,1999,0,0,636000,865000,98074,FALSE
3557,11/09/2007,1743400,1311030230,Single Family,01/09/2007,433500,0.99609375,1750237,1,29973,5080,0,3.5,4,12,1999,0,0,636000,865000,98074,FALSE
3558,21/07/2006,875000,1311030470,Single Family,01/07/2006,407700,0.936810662,934020,1,13960,3940,0,2.75,4,11,1999,0,0,407000,580000,98074,FALSE
3559,30/01/2006,180000,1311100300,Single Family,01/01/2006,383200,0.880514706,204426,1,7700,2060,940,1.75,3,7,1963,0,0,67000,169000,98001,FALSE
3560,31/01/2007,300000,1311200360,Single Family,01/01/2007,425600,0.977941176,306767,1,7210,1450,0,2,4,7,1963,0,0,67000,137000,98001,FALSE
3561,13/12/2006,274450,1311200380,Single Family,01/12/2006,423400,0.972886029,282099,1,7210,1730,300,1,3,7,1963,0,0,67000,148000,98001,FALSE
3562,19/11/2008,245000,1311200570,Single Family,01/11/2008,385800,0.886488971,276371,1,7350,950,0,1.5,3,7,1963,0,0,67000,117000,98001,FALSE
3563,22/02/2007,274000,1311300020,Single Family,01/02/2007,427800,0.982996324,278740,1,7210,1250,0,1,3,7,1963,0,0,67000,118000,98001,FALSE
3564,29/03/2007,275000,1311400230,Single Family,01/03/2007,429600,0.987132353,278585,1,7350,2090,1040,1.75,4,7,1964,0,0,67000,183000,98001,FALSE
3565,22/05/2006,283450,1311400310,Single Family,01/05/2006,400600,0.920496324,307932,1,7245,1960,900,1.75,4,7,1963,0,0,67000,162000,98001,FALSE
3566,28/04/2006,160000,1311600270,Single Family,01/04/2006,396500,0.911075368,175617,1,9240,2230,870,2.5,4,7,1966,0,0,67000,172000,98001,FALSE
3567,18/01/2007,210000,1311600270,Single Family,01/01/2007,425600,0.977941176,214737,1,9240,2230,870,2.5,4,7,1966,0,0,67000,172000,98001,FALSE
3568,06/09/2006,208000,1311600510,Single Family,01/09/2006,414800,0.953125,218230,1,9508,1560,450,1.75,3,7,1968,0,0,67000,150000,98001,FALSE
3569,05/12/2006,252000,1311800030,Single Family,01/12/2006,423400,0.972886029,259023,1,7200,1250,0,1.5,3,7,1967,0,0,67000,122000,98001,FALSE
3570,07/08/2007,295000,1311800040,Single Family,01/08/2007,434600,0.998621324,295407,1,7200,2240,1100,2.75,4,7,1967,0,0,67000,156000,98001,FALSE
3571,12/06/2006,260000,1311810030,Single Family,01/06/2006,404400,0.929227941,279802,1,8820,1260,0,1.5,3,7,1968,0,0,67000,122000,98001,FALSE
3572,15/02/2007,290000,1311900240,Single Family,01/02/2007,427800,0.982996324,295016,1,7000,1560,0,2,3,7,1968,0,0,67000,159000,98001,FALSE
3573,16/06/2006,287500,1311910070,Single Family,01/06/2006,404400,0.929227941,309397,1,7200,1730,580,2.25,3,7,1967,0,0,67000,145000,98001,FALSE
3574,31/10/2006,303000,1311910100,Single Family,01/10/2006,418300,0.961167279,315242,1,7500,2182,954,2.5,4,7,1968,0,0,67000,162000,98001,FALSE
3575,09/02/2006,224500,1312000020,Single Family,01/02/2006,387600,0.890625,252070,1,7800,1450,0,2,4,7,1965,0,1,62000,139000,98001,FALSE
3576,11/12/2006,307000,1312000280,Single Family,01/12/2006,423400,0.972886029,315556,1,7225,1970,910,2.75,5,7,1964,0,0,67000,195000,98001,FALSE
3577,23/02/2006,255000,1312100070,Single Family,01/02/2006,387600,0.890625,286316,1,6300,1290,0,1.5,3,7,1967,0,0,67000,136000,98001,FALSE
3578,30/01/2008,309000,1312100080,Single Family,01/01/2008,421900,0.969439338,318741,1,7200,1880,470,2.75,4,7,1967,0,0,67000,180000,98001,FALSE
3579,04/05/2009,208000,1312200080,Single Family,01/05/2009,360700,0.828814338,250961,1,7300,1560,520,1.5,3,7,1964,0,0,67000,147000,98001,FALSE
3580,02/03/2006,285000,1312700010,Single Family,01/03/2006,392100,0.900965074,316327,1,7200,1880,870,2.75,5,7,1963,0,0,67000,178000,98001,FALSE
3581,15/11/2007,283000,1312910050,Single Family,01/11/2007,428400,0.984375,287492,1,7200,1620,0,2.5,3,7,1985,0,0,78000,171000,98001,FALSE
3582,17/03/2011,246000,1312920060,Single Family,01/03/2011,321600,0.738970588,332896,1,10969,1630,0,2.25,3,7,1991,0,0,69000,156000,98001,FALSE
3583,24/07/2008,589000,1313000210,Single Family,01/07/2008,400300,0.919806985,640352,1,9804,2440,0,2.5,5,8,1966,0,0,332000,347000,98052,FALSE
3584,07/04/2008,550000,1313000220,Single Family,01/04/2008,411700,0.946001838,581394,1,9600,3410,1540,3,5,8,1968,0,0,332000,294000,98052,FALSE
3585,19/11/2013,500000,1313000240,Single Family,01/11/2013,382600,0.879136029,568740,1,10800,3180,1270,2,5,8,1968,0,0,332000,247000,98052,FALSE
3586,04/05/2006,465100,1313000440,Single Family,01/05/2006,400600,0.920496324,505271,1,10560,1780,0,1.75,4,8,1966,0,0,332000,210000,98052,FALSE
3587,17/07/2006,559950,1313300290,Single Family,01/07/2006,407700,0.936810662,597719,1,11901,2520,0,2.5,3,9,1992,0,0,103000,367000,98019,FALSE
3588,25/09/2009,425000,1313300340,Single Family,01/09/2009,351800,0.808363971,525753,1,14023,2310,0,2.5,4,9,1991,0,0,108000,347000,98019,FALSE
3589,24/05/2013,213000,1313500020,Single Family,01/05/2013,360700,0.828814338,256994,1,8500,1300,0,1.75,3,7,1974,0,0,70000,145000,98092,FALSE
3590,08/06/2006,288000,1313500110,Single Family,01/06/2006,404400,0.929227941,309935,1,6000,1940,860,2,5,7,1976,0,0,70000,155000,98092,FALSE
3591,01/08/2007,771100,1313800090,Single Family,01/08/2007,434600,0.998621324,772165,1,7476,3300,0,2.5,4,9,2005,0,0,231000,495000,98074,FALSE
3592,30/03/2006,729880,1313800130,Single Family,01/03/2006,392100,0.900965074,810109,1,10778,3130,0,2.5,5,9,2005,0,0,231000,470000,98074,TRUE
3594,02/06/2006,965000,1315300005,Single Family,01/06/2006,404400,0.929227941,1038497,1,5610,3650,1400,3.75,3,10,1945,2006,1,222000,859000,98136,TRUE
3595,12/04/2006,425000,1315300095,Single Family,01/04/2006,396500,0.911075368,466482,1,3000,2720,470,3.5,4,9,2014,0,1,171000,668000,98136,FALSE
3596,31/01/2007,299990,1320069086,Single Family,01/01/2007,425600,0.977941176,306757,1,37024,1200,0,1.5,3,7,1963,0,2,104000,141000,98022,FALSE
3597,26/04/2007,399000,1320069223,Single Family,01/04/2007,430900,0.990119485,402982,1,100188,1810,0,1.5,3,7,1969,0,0,143000,201000,98022,FALSE
3598,27/09/2006,387500,1320069271,Single Family,01/09/2006,414800,0.953125,406557,1,11375,2080,0,2,3,8,2002,0,0,90000,221000,98022,FALSE
3599,28/04/2006,243750,1321039076,Single Family,01/04/2006,396500,0.911075368,267541,1,9583,970,0,1,3,6,1967,0,0,56000,112000,98023,FALSE
3600,02/10/2006,315000,1321039092,Single Family,01/10/2006,418300,0.961167279,327727,1,11325,2270,820,2.5,3,7,1978,0,0,68000,189000,98023,FALSE
3601,07/04/2009,290000,1321059097,Single Family,01/04/2009,365000,0.838694853,345775,1,32109,2390,0,1.5,3,7,1975,2007,0,115000,227000,98092,FALSE
3602,15/06/2007,335000,1321059104,Single Family,01/06/2007,433200,0.995404412,336547,1,63597,1510,0,1.5,3,7,1976,0,0,164000,117000,98092,FALSE
3603,14/11/2006,339950,1321400220,Single Family,01/11/2006,421200,0.967830882,351249,1,6000,1765,0,2.25,3,7,1995,0,0,68000,182000,98003,FALSE
3604,26/09/2007,337000,1321400280,Single Family,01/09/2007,433500,0.99609375,338322,1,7370,1715,0,2.25,3,7,1995,0,0,68000,178000,98003,FALSE
3605,08/04/2010,250000,1321400400,Single Family,01/04/2010,349100,0.802159926,311659,1,14960,1741,0,2.25,4,7,1995,0,0,63000,201000,98003,FALSE
3606,17/07/2006,325000,1321400910,Single Family,01/07/2006,407700,0.936810662,346922,1,13306,1299,0,2.25,3,7,1995,0,0,68000,179000,98003,FALSE
3607,08/05/2006,720000,1321700110,Single Family,01/05/2006,400600,0.920496324,782187,1,20957,3470,0,2.75,5,10,1997,0,0,122000,377000,98023,FALSE
3608,05/12/2006,387000,1321700460,Single Family,01/12/2006,423400,0.972886029,397786,1,7528,2060,0,2.25,3,8,1989,0,0,80000,200000,98023,FALSE
3609,26/10/2006,388500,1321710020,Single Family,01/10/2006,418300,0.961167279,404196,1,9810,2430,0,2.5,3,8,1990,0,0,80000,222000,98023,FALSE
3610,23/05/2006,633000,1321720140,Single Family,01/05/2006,400600,0.920496324,687672,1,18645,3090,0,2.5,4,9,1995,0,0,122000,295000,98023,FALSE
3611,24/11/2009,546000,1321720170,Single Family,01/11/2009,350900,0.806295956,677171,1,18167,3440,0,2.5,3,11,1991,0,0,122000,457000,98023,FALSE
3612,13/06/2006,635000,1321720240,Single Family,01/06/2006,404400,0.929227941,683363,1,22117,3170,0,2.5,5,10,1997,0,0,122000,400000,98023,FALSE
3613,23/03/2006,421300,1321730240,Single Family,01/03/2006,392100,0.900965074,467610,1,8391,2670,0,2.5,4,8,1992,0,0,80000,233000,98023,FALSE
3614,30/09/2008,700000,1321740070,Single Family,01/09/2008,394900,0.907398897,771436,1,21756,3820,0,3.5,4,11,1994,0,0,122000,431000,98023,FALSE
3615,24/02/2010,307500,1321740260,Single Family,01/02/2010,350900,0.806295956,381374,1,13474,2530,0,2.75,4,8,1994,0,0,85000,292000,98023,FALSE
3616,16/11/2006,425000,1321740270,Single Family,01/11/2006,421200,0.967830882,439126,1,16614,2150,0,2.5,4,8,1994,0,0,85000,226000,98023,FALSE
3617,12/06/2007,386605,1321740450,Single Family,01/06/2007,433200,0.995404412,388390,1,7979,2980,0,2.5,4,8,1994,0,0,85000,258000,98023,FALSE
3618,13/06/2006,398000,1321740650,Single Family,01/06/2006,404400,0.929227941,428313,1,7182,2010,0,2.5,3,8,1997,0,0,85000,255000,98023,FALSE
3619,31/01/2014,109000,1322049118,Single Family,01/01/2014,387900,0.891314338,122291,1,6969,720,0,1,2,5,1942,0,0,108000,63000,98032,FALSE
3620,12/07/2006,320000,1322049345,Single Family,01/07/2006,407700,0.936810662,341584,1,3200,2060,0,2.5,3,7,2002,0,0,105000,120000,98032,FALSE
3621,28/09/2011,199950,1323049033,Single Family,01/09/2011,312000,0.716911765,278905,1,19000,2250,780,1.75,3,6,1947,0,0,132000,155000,98178,FALSE
3622,23/02/2006,410000,1323049061,Single Family,01/02/2006,387600,0.890625,460351,1,9754,3170,1500,2.75,5,8,1962,0,2,101000,342000,98178,FALSE
3623,27/06/2006,150000,1323049063,Single Family,01/06/2006,404400,0.929227941,161424,1,8100,1150,0,1,2,6,1959,0,0,93000,105000,98178,FALSE
3624,26/07/2006,375000,1323049076,Single Family,01/07/2006,407700,0.936810662,400294,1,14208,2160,1080,1.75,4,7,1967,0,0,115000,207000,98178,FALSE
3625,19/12/2007,425000,1323049076,Single Family,01/12/2007,425200,0.977022059,434995,1,14208,2160,1080,1.75,4,7,1967,0,0,115000,207000,98178,FALSE
3626,24/05/2006,620000,1323059140,Single Family,01/05/2006,400600,0.920496324,673550,1,85813,2780,0,2.5,3,9,1997,0,0,164000,325000,98059,FALSE
3627,24/09/2007,769900,1323089107,Single Family,01/09/2007,433500,0.99609375,772919,1,33750,2330,0,2.5,3,9,1983,2001,0,181000,400000,98045,FALSE
3628,06/10/2009,450000,1324059104,Single Family,01/10/2009,351200,0.806985294,557631,1,16117,2360,650,2.75,3,8,1983,0,1,276000,368000,98006,FALSE
3629,17/09/2007,1350000,1324059128,Single Family,01/09/2007,433500,0.99609375,1355294,1,22757,3560,0,2.75,5,9,1982,0,2,310000,888000,98008,FALSE
3630,30/06/2010,615000,1324059148,Single Family,01/06/2010,345800,0.794577206,773997,1,13285,2850,1070,1,2,9,1997,0,0,304000,360000,98006,FALSE
3632,16/12/2010,360000,1324300010,Townhouse,01/12/2010,330600,0.759650735,473902,1,1472,1140,0,2.25,2,8,1999,0,1,122000,323000,98103,FALSE
3635,12/09/2008,370000,1324300091,Single Family,01/09/2008,394900,0.907398897,407759,1,2296,800,0,1,3,6,1908,0,0,167000,219000,98103,FALSE
3637,01/06/2006,475000,1324300380,Single Family,01/06/2006,404400,0.929227941,511177,1,5000,1600,490,1,3,7,1947,0,0,277000,232000,98107,FALSE
3638,20/09/2006,570000,1324300480,Multiplex,01/09/2006,414800,0.953125,598033,3,5000,1960,420,3,3,7,1919,0,0,277000,326000,98103,FALSE
